Air temperature,Process temperature,Temperature Diff,Rotational speed,Torque,Power,Tool wear,Target
298.8,310.2,11.399999999999977,1461,46.7,7144.909463999999,105,No Failure
298.8,310.2,11.399999999999977,1455,44.9,6841.30524,107,No Failure
298.7,310.1,11.400000000000034,1620,34.8,5903.694719999999,112,No Failure
298.7,310.1,11.400000000000034,1786,27.7,5180.728783999999,114,No Failure
298.8,310.2,11.399999999999977,1583,35.7,5918.051832,116,No Failure
298.8,310.1,11.300000000000011,1653,30.3,5244.995448,119,No Failure
298.9,310.2,11.300000000000011,1331,49.0,6829.733679999999,121,No Failure
298.9,310.3,11.400000000000034,1484,43.8,6806.716223999999,124,No Failure
298.9,310.2,11.300000000000011,1603,36.1,6059.968376,126,No Failure
298.9,310.2,11.300000000000011,1445,40.0,6052.816,129,No Failure
298.9,310.1,11.200000000000045,1823,26.1,4982.609016,131,No Failure
298.9,310.1,11.200000000000045,1491,45.3,7073.029656,133,No Failure
298.9,310.2,11.300000000000011,1533,42.8,6870.930527999999,138,No Failure
298.9,310.2,11.300000000000011,1409,54.8,8085.766303999999,140,No Failure
298.9,310.2,11.300000000000011,2737,8.8,2522.244032,142,PWF
299.0,310.3,11.300000000000011,1494,46.6,7290.648288,144,No Failure
299.1,310.4,11.299999999999955,1594,33.3,5558.5585439999995,147,No Failure
299.1,310.4,11.299999999999955,1527,44.0,7035.92736,149,No Failure
299.1,310.4,11.299999999999955,1452,39.7,6036.521568,151,No Failure
299.0,310.3,11.300000000000011,1483,39.2,6087.750592,153,No Failure
299.1,310.2,11.099999999999966,1569,38.2,6276.476976,155,No Failure
299.1,310.3,11.199999999999989,1472,46.6,7183.289343999999,157,No Failure
299.0,310.2,11.199999999999989,1533,43.5,6983.30556,159,No Failure
298.9,310.1,11.200000000000045,1366,62.7,8969.079504,161,No Failure
298.9,310.2,11.300000000000011,1532,37.7,6048.2502079999995,166,No Failure
298.9,310.1,11.200000000000045,1313,56.8,7809.850047999999,171,No Failure
299.0,310.2,11.199999999999989,1372,48.0,6896.44032,174,No Failure
298.9,310.1,11.200000000000045,1555,40.6,6611.287759999999,176,No Failure
298.9,310.1,11.200000000000045,1394,42.7,6233.3323359999995,179,No Failure
298.9,310.1,11.200000000000045,1442,48.0,7248.29952,181,No Failure
298.9,310.0,11.100000000000023,1564,33.8,5535.834303999999,183,No Failure
298.9,310.0,11.100000000000023,1452,48.9,7435.413216,185,No Failure
298.9,310.1,11.200000000000045,1466,42.5,6524.5796,187,No Failure
298.9,310.1,11.200000000000045,1469,53.2,8183.951776,189,No Failure
298.9,310.1,11.200000000000045,1944,23.4,4763.670912,192,No Failure
298.8,309.9,11.099999999999966,1415,53.2,7883.11216,194,No Failure
298.7,309.8,11.100000000000023,1528,36.7,5872.446272,197,No Failure
298.7,309.8,11.100000000000023,1570,42.1,6921.677839999999,200,No Failure
298.7,309.9,11.199999999999989,1617,33.0,5587.963919999999,203,No Failure
298.7,309.9,11.199999999999989,2083,18.2,3969.9980319999995,205,No Failure
298.7,309.9,11.199999999999989,1541,38.5,6212.88052,208,No Failure
298.8,309.9,11.099999999999966,1320,47.4,6552.120959999999,210,No Failure
298.7,309.8,11.100000000000023,1354,53.3,7557.453903999999,212,OSF
298.8,309.9,11.099999999999966,1495,35.2,5510.78528,214,No Failure
298.7,309.8,11.100000000000023,1589,31.8,5291.522544,217,No Failure
298.7,309.8,11.100000000000023,1530,35.5,5687.8668,0,No Failure
298.7,309.8,11.100000000000023,1539,33.4,5382.880271999999,2,No Failure
298.7,309.7,11.0,1462,46.8,7165.109951999999,4,No Failure
298.6,309.7,11.099999999999966,1356,54.0,7668.017279999999,6,No Failure
298.7,309.7,11.0,1622,34.6,5877.0120640000005,8,No Failure
298.7,309.8,11.100000000000023,1394,40.3,5882.9811039999995,11,No Failure
298.8,309.9,11.099999999999966,1568,33.7,5533.572352,13,No Failure
298.9,310.0,11.100000000000023,1456,43.8,6678.287615999999,15,No Failure
298.9,310.0,11.100000000000023,1378,49.3,7114.195087999999,18,No Failure
298.9,309.9,11.0,1404,41.4,6086.912831999999,20,No Failure
298.8,309.8,11.0,1437,42.8,6440.656991999999,23,No Failure
298.8,309.8,11.0,1363,44.0,6280.2678399999995,25,No Failure
298.8,309.8,11.0,1377,49.6,7152.292223999999,27,No Failure
298.8,309.9,11.099999999999966,1526,42.1,6727.694511999999,30,No Failure
298.8,309.8,11.0,1510,44.2,6989.222239999999,35,No Failure
298.8,309.9,11.099999999999966,1439,45.2,6811.282016,40,No Failure
298.8,309.9,11.099999999999966,1482,39.1,6068.126064,45,No Failure
298.8,309.8,11.0,1534,37.0,5943.69776,47,No Failure
298.8,309.9,11.099999999999966,1741,27.7,5050.195303999999,50,No Failure
298.8,309.9,11.099999999999966,1550,38.8,6297.860799999999,53,No Failure
298.8,310.0,11.199999999999989,1486,38.5,5991.13592,55,No Failure
298.9,310.1,11.200000000000045,1602,38.2,6408.487008,58,No Failure
299.0,310.2,11.199999999999989,1477,37.9,5862.047575999999,60,No Failure
299.0,310.1,11.100000000000023,1618,29.2,4947.559232,62,No Failure
299.0,310.2,11.199999999999989,1628,35.8,6103.332927999999,64,No Failure
299.0,310.3,11.300000000000011,1662,33.6,5847.899904,67,No Failure
299.0,310.3,11.300000000000011,1657,31.0,5379.152239999999,70,No Failure
299.0,310.4,11.399999999999977,1677,30.8,5408.955551999999,73,No Failure
299.0,310.3,11.300000000000011,1447,39.9,6046.040615999999,78,No Failure
298.9,310.4,11.5,1831,25.4,4870.254927999999,81,No Failure
299.0,310.3,11.300000000000011,1584,34.4,5706.150911999999,83,No Failure
299.1,310.4,11.299999999999955,1450,40.9,6210.419599999999,85,No Failure
299.1,310.4,11.299999999999955,1428,46.9,7013.433504,87,No Failure
299.0,310.4,11.399999999999977,1382,53.0,7670.32112,89,No Failure
299.0,310.3,11.300000000000011,1501,43.0,6758.942959999999,91,No Failure
299.0,310.3,11.300000000000011,1475,42.4,6549.1888,93,No Failure
298.9,310.3,11.400000000000034,1364,54.0,7713.2563199999995,95,No Failure
299.0,310.3,11.300000000000011,1472,36.1,5564.737024,97,No Failure
299.0,310.3,11.300000000000011,1437,47.8,7193.070191999998,99,No Failure
298.9,310.2,11.300000000000011,1491,45.1,7041.802152,101,No Failure
298.9,310.2,11.300000000000011,1706,27.6,4930.804032,103,No Failure
298.8,310.1,11.300000000000011,1607,39.5,6647.25908,105,No Failure
298.8,310.0,11.199999999999989,1412,46.3,6846.132831999999,107,No Failure
298.7,309.8,11.100000000000023,1546,40.9,6621.592207999999,109,No Failure
298.7,309.8,11.100000000000023,1365,50.5,7218.6114,111,No Failure
298.6,309.8,11.199999999999989,1544,30.2,4882.967935999999,113,No Failure
298.6,309.8,11.199999999999989,1419,44.9,6672.035832,115,No Failure
298.6,309.8,11.199999999999989,1497,41.6,6521.458944,118,No Failure
298.5,309.7,11.199999999999989,1437,42.6,6410.560464,120,No Failure
298.5,309.6,11.100000000000023,1421,53.6,7976.061632,122,No Failure
298.5,309.6,11.100000000000023,1438,44.5,6701.137519999999,124,No Failure
298.5,309.5,11.0,1315,48.9,6733.86252,127,No Failure
298.5,309.5,11.0,1366,61.9,8854.641488,130,No Failure
298.4,309.5,11.100000000000023,1519,35.4,5631.066672,133,No Failure
298.4,309.5,11.100000000000023,1692,28.3,5014.370591999999,136,No Failure
298.3,309.4,11.099999999999966,1570,35.6,5853.01024,138,No Failure
298.3,309.4,11.099999999999966,1568,35.8,5878.394367999999,140,No Failure
298.2,309.3,11.100000000000023,1355,43.8,6215.027279999998,142,No Failure
298.2,309.3,11.100000000000023,2056,18.7,4026.1907839999994,144,No Failure
298.2,309.2,11.0,1332,60.2,8397.119808000001,147,No Failure
298.1,309.1,11.0,1448,52.5,7960.814399999999,150,No Failure
298.0,308.9,10.899999999999977,1578,35.6,5882.834496,153,No Failure
298.0,309.0,11.0,1562,39.2,6412.047488,155,No Failure
298.1,309.0,10.899999999999977,1976,19.3,3993.685696,158,No Failure
298.2,309.2,11.0,1524,34.6,5521.927488,161,No Failure
298.2,309.1,10.900000000000034,1429,48.5,7257.77668,164,No Failure
298.2,309.1,10.900000000000034,1568,36.3,5960.494847999999,166,No Failure
298.2,309.0,10.800000000000011,1723,26.6,4799.506096,168,No Failure
298.2,309.0,10.800000000000011,1341,43.8,6150.812975999999,171,No Failure
298.1,308.9,10.799999999999955,1353,46.2,6545.900592,173,No Failure
298.0,308.7,10.699999999999989,1479,58.5,9060.53148,176,PWF
298.0,308.8,10.800000000000011,1496,44.9,7034.084287999999,179,No Failure
298.0,308.7,10.699999999999989,1377,48.5,6993.672839999999,181,No Failure
297.9,308.5,10.600000000000023,1383,44.6,6459.318096,184,No Failure
298.0,308.7,10.699999999999989,1268,69.4,9215.276224000001,189,PWF
298.0,308.7,10.699999999999989,1629,34.3,5851.198584,191,No Failure
298.0,308.8,10.800000000000011,1790,27.2,5098.60736,193,No Failure
298.1,308.8,10.699999999999989,2206,16.3,3765.500816,195,No Failure
298.0,308.7,10.699999999999989,2101,17.4,3828.290927999999,198,No Failure
298.0,308.7,10.699999999999989,1436,48.2,7248.215743999999,201,No Failure
298.0,308.7,10.699999999999989,1462,48.2,7379.450848,204,No Failure
298.0,308.7,10.699999999999989,1771,26.2,4859.028944,206,No Failure
298.0,308.7,10.699999999999989,1506,47.0,7412.291039999999,208,No Failure
298.0,308.7,10.699999999999989,1626,36.7,6249.082224,210,No Failure
298.0,308.8,10.800000000000011,1610,33.7,5681.7930400000005,212,No Failure
298.0,308.6,10.600000000000023,1376,55.7,8026.075903999999,214,No Failure
298.0,308.6,10.600000000000023,1507,37.3,5886.426391999999,217,No Failure
298.0,308.5,10.5,1429,37.7,5641.611976,220,TWF
298.1,308.7,10.599999999999966,1547,38.9,6301.871576,0,No Failure
298.1,308.7,10.599999999999966,1642,30.3,5210.092272,3,No Failure
298.0,308.7,10.699999999999989,1503,36.3,5713.408007999999,5,No Failure
298.1,308.7,10.599999999999966,1568,32.9,5402.211584,10,No Failure
298.1,308.8,10.699999999999989,1628,37.6,6410.204416,12,No Failure
298.2,308.9,10.699999999999989,1614,35.5,6000.141839999999,15,No Failure
298.2,308.9,10.699999999999989,1278,54.0,7226.93664,18,No Failure
298.2,308.9,10.699999999999989,1408,38.8,5720.895487999999,20,No Failure
298.2,309.0,10.800000000000011,1371,55.7,7996.911383999999,23,No Failure
298.2,308.9,10.699999999999989,1512,38.5,6095.960639999999,28,No Failure
298.3,309.1,10.800000000000011,1472,40.1,6181.328384,31,No Failure
298.2,308.9,10.699999999999989,1585,34.3,5693.155159999999,33,No Failure
298.2,309.0,10.800000000000011,1562,37.7,6166.688528,36,No Failure
298.3,309.0,10.699999999999989,1519,36.9,5869.671192,41,No Failure
298.2,309.0,10.800000000000011,1601,35.8,6002.110575999999,43,No Failure
298.2,309.0,10.800000000000011,2449,13.8,3539.138064,45,No Failure
298.1,309.0,10.899999999999977,1787,27.6,5164.916064,47,No Failure
298.1,309.1,11.0,1425,44.5,6640.557,49,No Failure
298.1,309.0,10.899999999999977,1559,34.0,5550.78832,54,No Failure
298.1,309.0,10.899999999999977,1557,36.0,5869.765439999999,56,No Failure
298.1,309.0,10.899999999999977,1497,40.5,6349.016519999999,58,No Failure
298.1,309.0,10.899999999999977,1438,41.4,6234.316703999999,60,No Failure
298.1,308.9,10.799999999999955,1417,39.2,5816.8190079999995,65,No Failure
298.0,308.9,10.899999999999977,1339,51.4,7207.312111999999,68,No Failure
298.0,308.8,10.800000000000011,1757,29.1,5354.197464,71,No Failure
298.0,308.8,10.800000000000011,1581,36.1,5976.799752,73,No Failure
298.2,308.9,10.699999999999989,1326,54.4,7553.914367999999,75,No Failure
298.4,309.1,10.700000000000045,1467,39.6,6083.519904,78,No Failure
298.4,309.1,10.700000000000045,1798,29.6,5573.282176,81,No Failure
298.5,309.2,10.699999999999989,1449,46.4,7040.702591999999,83,No Failure
298.4,309.1,10.700000000000045,1525,39.3,6276.131399999999,86,No Failure
298.4,309.0,10.600000000000023,2304,15.1,3643.250688,89,No Failure
298.3,308.9,10.599999999999966,1379,54.7,7899.165736,91,No Failure
298.4,308.9,10.5,1628,34.9,5949.8971839999995,93,No Failure
298.4,309.0,10.600000000000023,1474,52.7,8134.628656,95,No Failure
298.4,309.0,10.600000000000023,1544,38.8,6273.481983999999,97,No Failure
298.4,308.9,10.5,1391,48.4,7050.211167999999,100,No Failure
298.3,308.9,10.599999999999966,1348,55.5,7834.52208,102,No Failure
298.3,308.8,10.5,1349,52.1,7360.025288000001,104,No Failure
298.4,308.9,10.5,1706,29.5,5270.243439999999,107,No Failure
298.4,308.9,10.5,1638,32.4,5557.616063999999,109,No Failure
298.4,308.8,10.400000000000034,1458,40.1,6122.538576,111,No Failure
298.5,308.9,10.399999999999977,1781,27.8,5184.875696,113,No Failure
298.5,308.8,10.300000000000011,1332,59.1,8243.684064,115,No Failure
298.4,308.7,10.300000000000011,1584,31.7,5258.2844159999995,117,No Failure
298.4,308.6,10.200000000000045,1491,42.0,6557.775839999999,120,No Failure
298.4,308.5,10.100000000000023,1398,47.1,6895.372176,122,No Failure
298.3,308.4,10.099999999999966,1585,30.6,5079.024719999999,127,No Failure
298.2,308.3,10.100000000000023,1476,43.5,6723.652319999999,129,No Failure
298.2,308.3,10.100000000000023,1458,41.8,6382.097567999999,132,No Failure
298.2,308.4,10.199999999999989,1510,39.9,6309.27528,134,No Failure
298.2,308.4,10.199999999999989,1388,53.8,7819.903167999999,137,No Failure
298.2,308.3,10.100000000000023,2216,16.8,3898.599936,139,No Failure
298.2,308.3,10.100000000000023,1402,51.0,7487.689439999999,141,No Failure
298.0,308.2,10.199999999999989,2090,19.0,4158.4312,143,No Failure
298.0,308.2,10.199999999999989,1459,42.1,6432.310808,146,No Failure
298.0,308.1,10.100000000000023,1403,44.8,6582.112767999999,148,No Failure
298.1,308.2,10.099999999999966,1521,39.3,6259.669415999999,151,No Failure
298.2,308.2,10.0,1407,47.1,6939.762983999999,153,No Failure
298.1,308.2,10.099999999999966,1654,35.3,6114.202863999999,155,No Failure
298.2,308.4,10.199999999999989,1452,43.5,6614.32464,158,No Failure
298.3,308.4,10.099999999999966,1528,37.3,5968.453567999999,160,No Failure
298.2,308.3,10.100000000000023,1230,59.6,7676.813759999999,162,No Failure
298.2,308.2,10.0,1466,42.4,6509.227648,164,No Failure
298.2,308.2,10.0,1478,50.1,7754.285616,166,No Failure
298.2,308.3,10.100000000000023,2057,18.0,3877.3627199999996,168,No Failure
298.3,308.4,10.099999999999966,1490,41.7,6506.567760000001,170,No Failure
298.3,308.4,10.099999999999966,1484,43.4,6744.554431999999,172,No Failure
298.3,308.4,10.099999999999966,1593,37.0,6172.30152,174,No Failure
298.3,308.3,10.0,1444,43.8,6623.246783999999,176,No Failure
298.3,308.4,10.099999999999966,1444,47.5,7182.7447999999995,178,No Failure
298.2,308.3,10.100000000000023,1560,33.0,5390.9856,181,No Failure
298.1,308.3,10.199999999999989,1530,42.0,6729.307199999999,184,No Failure
298.2,308.4,10.199999999999989,1310,61.0,8368.1752,189,OSF
298.2,308.3,10.100000000000023,1639,33.3,5715.4814639999995,191,No Failure
298.2,308.3,10.100000000000023,1400,48.7,7139.8096,194,No Failure
298.3,308.4,10.099999999999966,1486,44.2,6878.135264,196,No Failure
298.2,308.3,10.100000000000023,1448,43.3,6565.776447999999,199,No Failure
298.2,308.3,10.100000000000023,1688,32.0,5656.55552,202,No Failure
298.1,308.3,10.199999999999989,1453,41.5,6314.563639999999,204,No Failure
298.2,308.4,10.199999999999989,1497,37.7,5910.072168,207,No Failure
298.2,308.4,10.199999999999989,1355,49.4,7009.64264,209,No Failure
298.1,308.4,10.299999999999955,1592,38.2,6368.483968,211,No Failure
298.0,308.3,10.300000000000011,1544,34.7,5610.562496,213,No Failure
298.0,308.2,10.199999999999989,1373,51.2,7361.564672,215,No Failure
298.0,308.2,10.199999999999989,1365,52.9,7561.67412,218,OSF
298.0,308.1,10.100000000000023,1877,24.3,4776.394391999999,0,No Failure
297.9,308.1,10.200000000000045,1531,40.8,6541.313855999999,2,No Failure
297.9,308.0,10.100000000000023,1501,36.7,5768.679224,4,No Failure
297.9,308.0,10.100000000000023,1490,46.2,7208.715359999999,6,No Failure
297.8,307.8,10.0,1543,43.7,7061.175352,8,No Failure
297.8,307.8,10.0,1597,38.2,6388.485487999999,11,No Failure
297.8,307.9,10.099999999999966,1600,33.5,5612.991999999999,13,No Failure
297.8,307.8,10.0,1622,32.1,5452.372464,18,No Failure
297.8,307.8,10.0,1452,39.8,6051.726911999999,21,No Failure
297.8,307.8,10.0,1396,42.5,6213.0376,23,No Failure
297.8,307.7,9.899999999999977,1505,39.7,6256.8629200000005,25,No Failure
297.8,307.8,10.0,1412,48.3,7141.862111999999,27,No Failure
297.8,307.7,9.899999999999977,1393,38.0,5543.248479999999,29,No Failure
297.7,307.7,10.0,1581,34.9,5778.124967999999,31,No Failure
297.8,307.8,10.0,1573,37.9,6243.060823999999,33,No Failure
297.8,307.9,10.099999999999966,1726,27.3,4934.385456,35,No Failure
297.9,307.9,10.0,1540,39.8,6418.498239999999,38,No Failure
297.9,308.0,10.100000000000023,1296,62.9,8536.606848,41,No Failure
297.8,307.9,10.099999999999966,1802,25.8,4868.6003519999995,43,No Failure
297.8,307.9,10.099999999999966,1447,48.6,7364.350223999999,46,No Failure
297.8,307.8,10.0,1662,30.7,5343.170448,48,No Failure
297.8,307.8,10.0,1563,34.3,5614.133447999999,53,No Failure
297.9,307.8,9.900000000000034,1286,59.5,8012.860239999999,55,No Failure
297.9,307.7,9.800000000000011,1590,34.6,5761.06608,57,No Failure
297.9,307.7,9.800000000000011,1492,43.7,6827.785887999999,59,No Failure
297.7,307.6,9.900000000000034,1844,21.9,4228.970592,61,No Failure
297.7,307.6,9.900000000000034,1538,38.3,6168.573487999999,63,No Failure
297.7,307.6,9.900000000000034,1921,22.9,4606.727047999999,68,No Failure
297.8,307.8,10.0,1310,57.9,7942.907279999999,70,No Failure
297.9,307.8,9.900000000000034,1365,46.9,6704.01732,73,No Failure
297.9,307.8,9.900000000000034,1303,59.3,8091.4944879999985,75,No Failure
297.9,307.8,9.900000000000034,1499,37.5,5886.572999999999,78,No Failure
297.9,307.8,9.900000000000034,1451,38.2,5804.441104,80,No Failure
297.9,307.9,10.0,1336,54.4,7610.882047999999,82,No Failure
297.9,307.9,10.0,1412,44.5,6579.976479999999,85,No Failure
298.0,308.0,10.0,1433,39.2,5882.499392000001,87,No Failure
297.9,307.9,10.0,1426,43.6,6510.819391999999,89,No Failure
297.9,307.9,10.0,1476,45.2,6986.415743999999,91,No Failure
297.9,307.9,10.0,1406,58.5,8613.324719999999,93,No Failure
297.8,307.8,10.0,1383,56.5,8182.76844,98,No Failure
297.9,307.8,9.900000000000034,1505,37.3,5878.614279999999,100,No Failure
297.9,307.8,9.900000000000034,1665,33.9,5910.76332,102,No Failure
297.9,307.8,9.900000000000034,1397,45.0,6583.2228,104,No Failure
297.9,307.8,9.900000000000034,1450,43.5,6605.214,106,No Failure
298.0,307.8,9.800000000000011,1567,36.4,5973.103135999999,109,No Failure
298.0,308.0,10.0,1555,37.0,6025.0652,111,No Failure
298.0,307.8,9.800000000000011,1588,35.4,5886.8557439999995,114,No Failure
298.0,307.8,9.800000000000011,1453,37.7,5736.362632,119,No Failure
298.0,307.8,9.800000000000011,1622,33.3,5656.199471999999,121,No Failure
297.9,307.8,9.900000000000034,1538,38.5,6200.78536,123,No Failure
297.9,307.7,9.800000000000011,1527,42.8,6844.038431999999,125,No Failure
297.8,307.8,10.0,1761,28.9,5329.504487999999,128,No Failure
297.9,307.8,9.900000000000034,1373,50.2,7217.784112,130,No Failure
298.0,307.9,9.899999999999977,1482,37.8,5866.372512,132,No Failure
298.0,307.9,9.899999999999977,1417,51.0,7567.80024,137,No Failure
298.0,307.8,9.800000000000011,1414,51.7,7655.4299359999995,140,No Failure
297.9,307.8,9.900000000000034,1635,34.0,5821.3848,142,No Failure
298.0,307.8,9.800000000000011,1386,57.3,8316.632016,147,No Failure
298.2,308.1,9.900000000000034,1379,62.3,8996.673223999998,149,No Failure
298.2,308.0,9.800000000000011,1577,35.9,5928.649495999999,151,No Failure
298.2,308.1,9.900000000000034,1532,42.5,6818.3192,154,No Failure
298.1,308.0,9.899999999999977,1374,48.8,7021.601663999999,156,No Failure
298.1,308.0,9.899999999999977,1570,35.3,5803.687119999999,159,No Failure
298.1,308.0,9.899999999999977,1697,31.0,5509.00504,164,No Failure
298.2,308.0,9.800000000000011,1499,44.1,6922.609848,166,No Failure
298.2,308.0,9.800000000000011,1411,47.2,6974.2682239999995,168,No Failure
298.2,307.9,9.699999999999989,1462,45.5,6966.079119999999,171,No Failure
298.1,307.9,9.799999999999955,1759,28.6,5268.190928,176,No Failure
298.2,308.0,9.800000000000011,1535,38.0,6108.317599999999,179,No Failure
298.2,307.9,9.699999999999989,1491,39.7,6198.659544,181,No Failure
298.2,307.9,9.699999999999989,1551,36.0,5847.14592,186,No Failure
298.2,307.9,9.699999999999989,1769,27.2,5038.791295999999,188,No Failure
298.2,307.9,9.699999999999989,1551,34.1,5538.546552000001,190,No Failure
298.2,307.9,9.699999999999989,1544,31.4,5076.993151999999,192,No Failure
298.2,307.8,9.600000000000023,1528,31.1,4976.378176,194,No Failure
298.1,307.9,9.799999999999955,1614,35.8,6050.847263999999,196,No Failure
298.1,307.8,9.699999999999989,1432,49.8,7467.960191999999,198,No Failure
298.1,307.8,9.699999999999989,1384,43.7,6333.549376,200,No Failure
298.1,307.8,9.699999999999989,1540,37.8,6095.960639999998,203,No Failure
298.0,307.7,9.699999999999989,1407,43.9,6468.271655999999,205,No Failure
297.9,307.6,9.700000000000045,1418,43.0,6385.197279999999,207,No Failure
297.9,307.5,9.600000000000023,1647,30.8,5312.194272,212,No Failure
298.0,307.5,9.5,1644,32.8,5646.837503999999,215,No Failure
298.0,307.5,9.5,1792,27.9,5235.664895999999,217,No Failure
297.9,307.4,9.5,1610,34.6,5833.532319999999,219,No Failure
297.8,307.3,9.5,1804,26.0,4911.78688,222,No Failure
297.9,307.4,9.5,1604,36.1,6063.7487679999995,225,TWF
297.9,307.4,9.5,1403,52.8,7757.490047999999,0,No Failure
297.8,307.3,9.5,1438,44.5,6701.137519999999,3,No Failure
297.9,307.3,9.400000000000034,1824,26.3,5023.544064,5,No Failure
297.9,307.3,9.400000000000034,1663,28.7,4998.086632,7,No Failure
297.9,307.3,9.400000000000034,1502,36.7,5772.522448,12,No Failure
297.9,307.4,9.5,1606,35.5,5970.40136,14,No Failure
297.9,307.5,9.600000000000023,1561,37.7,6162.740584,16,No Failure
297.9,307.4,9.5,1435,42.9,6446.72028,18,No Failure
297.9,307.5,9.600000000000023,1602,38.3,6425.2631519999995,21,No Failure
298.1,307.6,9.5,1764,27.7,5116.912415999999,23,No Failure
298.0,307.5,9.5,1683,27.8,4899.576528,26,No Failure
298.0,307.5,9.5,1618,35.2,5964.1809920000005,31,No Failure
298.0,307.6,9.600000000000023,1509,41.6,6573.735168,33,No Failure
297.9,307.6,9.700000000000045,1550,39.0,6330.324,35,No Failure
297.9,307.6,9.700000000000045,1519,44.0,6999.06592,37,No Failure
297.9,307.6,9.700000000000045,1481,38.0,5893.432159999999,40,No Failure
298.1,307.7,9.599999999999966,1289,48.3,6519.731064,42,No Failure
298.0,307.6,9.600000000000023,1844,23.8,4595.8675840000005,44,No Failure
298.0,307.7,9.699999999999989,1479,42.5,6582.4374,47,No Failure
298.0,307.7,9.699999999999989,1430,47.3,7083.15608,49,No Failure
298.1,307.8,9.699999999999989,1636,36.7,6287.514464,51,No Failure
298.1,307.8,9.699999999999989,1503,44.7,7035.518952,54,No Failure
298.1,307.8,9.699999999999989,1608,32.6,5489.506176,57,No Failure
298.2,307.8,9.600000000000023,1521,42.9,6833.074248,60,No Failure
298.2,307.8,9.600000000000023,1439,41.6,6268.7905279999995,62,No Failure
298.2,307.8,9.600000000000023,1627,31.5,5366.952359999999,64,No Failure
298.2,307.8,9.600000000000023,1749,26.1,4780.352808,66,No Failure
298.2,307.8,9.600000000000023,1530,35.9,5751.95544,68,No Failure
298.2,307.8,9.600000000000023,1355,51.3,7279.24428,70,No Failure
298.3,307.9,9.599999999999966,1551,33.8,5489.820335999999,72,No Failure
298.2,307.8,9.600000000000023,1515,46.7,7408.992359999999,74,No Failure
298.2,307.8,9.600000000000023,1388,48.6,7064.076096,76,No Failure
298.2,307.8,9.600000000000023,1585,34.6,5742.949519999999,78,No Failure
298.1,307.7,9.599999999999966,1523,37.7,6012.718712,80,No Failure
298.2,307.6,9.400000000000034,1369,54.5,7813.21156,82,No Failure
298.2,307.7,9.5,1681,31.0,5457.06392,84,No Failure
298.2,307.7,9.5,1503,38.3,6028.196327999999,87,No Failure
298.2,307.7,9.5,1459,44.5,6798.99836,89,No Failure
298.2,307.7,9.5,1688,32.4,5727.262463999999,91,No Failure
298.2,307.7,9.5,1952,21.6,4415.330304,93,No Failure
298.2,307.8,9.600000000000023,2029,19.9,4228.289911999999,96,No Failure
298.3,307.8,9.5,1457,52.5,8010.294599999999,98,No Failure
298.3,307.8,9.5,1392,50.4,7346.8200959999995,101,No Failure
298.3,307.8,9.5,1906,22.1,4411.078672000001,104,No Failure
298.3,307.7,9.399999999999977,1602,33.4,5603.232095999999,106,No Failure
298.3,307.7,9.399999999999977,1465,49.4,7578.6911199999995,109,No Failure
298.3,307.7,9.399999999999977,1439,43.8,6600.313103999999,111,No Failure
298.3,307.8,9.5,1330,55.4,7715.979039999999,114,No Failure
298.3,307.9,9.599999999999966,1485,42.0,6531.386399999999,117,No Failure
298.4,307.9,9.5,1700,28.2,5020.2768,120,No Failure
298.4,308.0,9.600000000000023,1515,42.8,6790.254239999998,125,No Failure
298.5,308.1,9.600000000000023,1501,39.2,6161.6410240000005,127,No Failure
298.4,308.0,9.600000000000023,1380,47.6,6878.84736,130,No Failure
298.4,307.9,9.5,1544,35.9,5804.587712,132,No Failure
298.4,307.9,9.5,1743,27.3,4982.986008,134,No Failure
298.4,307.9,9.5,1948,21.4,4365.483584,136,No Failure
298.5,307.9,9.399999999999977,1260,54.2,7151.53824,141,No Failure
298.5,307.9,9.399999999999977,1640,33.1,5684.62048,146,No Failure
298.5,308.0,9.5,1363,49.2,7022.481312,149,No Failure
298.5,308.0,9.5,1379,49.6,7162.680448,152,No Failure
298.5,308.0,9.5,1713,25.8,4628.142288,154,No Failure
298.5,308.0,9.5,1461,51.9,7940.488247999999,157,No Failure
298.5,308.0,9.5,1624,29.8,5067.945344,160,No Failure
298.4,308.0,9.600000000000023,1526,41.1,6567.891791999999,162,No Failure
298.4,307.9,9.5,2381,14.2,3540.6041439999995,164,No Failure
298.4,307.7,9.300000000000011,1626,31.1,5295.543792,166,RNF
298.3,307.7,9.399999999999977,1576,33.8,5578.308735999999,171,No Failure
298.4,307.8,9.400000000000034,1617,31.6,5350.898784,173,No Failure
298.3,307.6,9.300000000000011,1942,20.6,4189.3445440000005,176,No Failure
298.2,307.6,9.400000000000034,1492,37.2,5812.211327999999,178,No Failure
298.2,307.5,9.300000000000011,1470,51.3,7897.039919999999,180,No Failure
298.0,307.4,9.399999999999977,1463,46.5,7124.049239999999,182,No Failure
298.0,307.3,9.300000000000011,1424,46.5,6934.13952,185,No Failure
298.1,307.4,9.299999999999955,1363,60.1,8578.274936,187,No Failure
298.1,307.4,9.299999999999955,1335,56.2,7856.827439999999,190,No Failure
298.1,307.4,9.299999999999955,1608,33.9,5708.412863999999,193,No Failure
298.0,307.4,9.399999999999977,1606,35.2,5919.947264,195,No Failure
298.1,307.5,9.399999999999977,1684,33.1,5837.134688,200,No Failure
